,date,high_temp_actual,high_temp_historical_avg,high_temp_record,low_temp_actual,low_temp_historical_avg,low_temp_record,avg_temp_actual,avg_temp_historical_avg,avg_temp_record,precipitation_actual,precipitation_historical_avg,precipitation_record,dew_point_actual,dew_point_historical_avg,dew_point_record,high_dew_point_actual,high_dew_point_historical_avg,high_dew_point_record,low_dew_point_actual,low_dew_point_historical_avg,low_dew_point_record,avg_dew_point_actual,avg_dew_point_historical_avg,avg_dew_point_record,max_wind_speed_actual,max_wind_speed_historical_avg,max_wind_speed_record,visibility_actual,visibility_historical_avg,visibility_record,sea_pressure_actual,sea_pressure_historical_avg,sea_pressure_record
30,1990-1-31,61,52,77,33,32,7,47.54,42,-,0.00,0.12,-,36.63,-,-,50,-,-,0,-,-,36.63,-,-,13,-,-,20,-,-,29.94,-,-
31,1990-2-5,57,53,75,31,32,9,43.42,43,-,0.00,0.13,-,33.79,-,-,38,-,-,30,-,-,33.79,-,-,12,-,-,10,-,-,30.09,-,-
32,1990-2-1,65,52,80,0,32,7,49.71,42,-,0.00,0.12,-,47.39,-,-,62,-,-,0,-,-,47.39,-,-,14,-,-,5,-,-,29.73,-,-
33,1990-2-8,62,53,78,40,33,--,52.75,43,-,0.00,0.12,-,48.79,-,-,60,-,-,39,-,-,48.79,-,-,10,-,-,15,-,-,29.85,-,-
34,1990-2-9,74,54,82,47,33,7,61.33,43,-,0.00,0.12,-,57.25,-,-,64,-,-,44,-,-,57.25,-,-,15,-,-,7,-,-,29.61,-,-
35,1990-2-7,61,53,81,38,33,-2,49.08,43,-,0.00,0.12,-,40.71,-,-,44,-,-,36,-,-,40.71,-,-,9,-,-,15,-,-,29.98,-,-
36,1990-2-4,54,53,78,0,32,5,37.22,42,-,0.00,0.12,-,25.96,-,-,40,-,-,0,-,-,25.96,-,-,17,-,-,10,-,-,30.04,-,-
37,1990-2-6,63,53,79,38,32,12,49.92,43,-,0.00,0.12,-,41.67,-,-,48,-,-,35,-,-,41.67,-,-,12,-,-,20,-,-,29.88,-,-
38,1990-2-2,59,52,80,0,32,-5,45.83,42,-,0.00,0.13,-,44.43,-,-,57,-,-,0,-,-,44.43,-,-,8,-,-,6,-,-,29.71,-,-
39,1990-2-3,58,52,78,0,32,7,45.93,42,-,0.00,0.12,-,44.07,-,-,56,-,-,0,-,-,44.07,-,-,12,-,-,7,-,-,29.75,-,-
40,1990-2-14,73,55,77,62,34,4,66.67,45,-,0.00,0.13,-,57.54,-,-,63,-,-,53,-,-,57.54,-,-,14,-,-,10,-,-,29.68,-,-
41,1990-2-15,72,55,80,54,34,13,65.75,45,-,0.00,0.13,-,60.25,-,-,66,-,-,51,-,-,60.25,-,-,12,-,-,10,-,-,29.54,-,-
42,1990-2-19,60,56,82,36,36,17,46.29,46,-,0.00,0.14,-,33.04,-,-,39,-,-,21,-,-,33.04,-,-,15,-,-,20,-,-,30.14,-,-
43,1990-2-16,52,55,80,40,35,14,46.58,45,-,0.00,0.13,-,27.54,-,-,46,-,-,0,-,-,27.54,-,-,17,-,-,15,-,-,30.09,-,-
44,1990-2-10,61,54,79,41,33,7,49.75,44,-,0.00,0.12,-,32.58,-,-,43,-,-,0,-,-,32.58,-,-,14,-,-,20,-,-,29.71,-,-
45,1990-2-17,45,56,80,30,35,5,36.88,45,-,0.00,0.13,-,22.5,-,-,30,-,-,18,-,-,22.5,-,-,13,-,-,20,-,-,30.29,-,-
46,1990-2-12,78,54,83,41,34,-12,59.83,44,-,0.00,0.12,-,37.88,-,-,40,-,-,36,-,-,37.88,-,-,17,-,-,20,-,-,29.85,-,-
47,1990-2-18,47,56,77,36,35,5,40.25,46,-,0.00,0.13,-,27.25,-,-,39,-,-,0,-,-,27.25,-,-,8,-,-,20,-,-,30.14,-,-
48,1990-2-11,73,54,79,40,33,-2,55.38,44,-,0.00,0.13,-,32.79,-,-,38,-,-,0,-,-,32.79,-,-,16,-,-,20,-,-,29.81,-,-
49,1990-2-13,75,55,82,56,34,-4,63.54,44,-,0.00,0.13,-,48.33,-,-,53,-,-,36,-,-,48.33,-,-,17,-,-,15,-,-,29.68,-,-
50,1990-2-21,61,57,82,36,36,16,48.75,46,-,0.00,0.14,-,38.92,-,-,54,-,-,0,-,-,38.92,-,-,14,-,-,15,-,-,30.04,-,-
51,1990-2-24,64,58,78,39,37,17,51.08,47,-,0.00,0.14,-,26.38,-,-,39,-,-,0,-,-,26.38,-,-,18,-,-,25,-,-,30.29,-,-
52,1990-2-25,43,58,87,0,37,16,33.83,48,-,0.00,0.15,-,17.17,-,-,24,-,-,10,-,-,17.17,-,-,15,-,-,20,-,-,30.46,-,-
53,1990-2-26,71,58,83,30,38,19,49.33,48,-,0.00,0.14,-,30.54,-,-,44,-,-,0,-,-,30.54,-,-,13,-,-,20,-,-,30.31,-,-
54,1990-3-1,43,59,82,0,39,16,36.56,49,-,0.00,0.14,-,4.28,-,-,39,-,-,0,-,-,4.28,-,-,10,-,-,7,-,-,30.13,-,-
55,1990-2-28,54,59,84,37,38,18,45.79,49,-,0.00,0.15,-,40.92,-,-,50,-,-,35,-,-,40.92,-,-,13,-,-,10,-,-,30.19,-,-
56,1990-2-20,53,56,85,35,36,20,43.04,46,-,0.00,0.13,-,23.29,-,-,33,-,-,0,-,-,23.29,-,-,16,-,-,20,-,-,30.21,-,-
57,1990-2-23,56,57,82,41,37,16,46.63,47,-,0.00,0.14,-,25,-,-,39,-,-,0,-,-,25,-,-,16,-,-,15,-,-,29.87,-,-
58,1990-2-27,72,59,81,46,38,15,59.38,48,-,0.00,0.14,-,45.54,-,-,50,-,-,38,-,-,45.54,-,-,14,-,-,15,-,-,30.22,-,-
59,1990-2-22,58,57,75,47,36,10,52.04,47,-,0.00,0.14,-,43.13,-,-,57,-,-,36,-,-,43.13,-,-,15,-,-,10,-,-,29.58,-,-
60,1990-3-9,75,62,89,0,41,15,51.19,51,-,0.00,0.15,-,48.52,-,-,66,-,-,0,-,-,48.52,-,-,12,-,-,7,-,-,29.94,-,-
61,1990-3-2,60,59,83,39,39,15,46.88,49,-,0.00,0.14,-,23.13,-,-,39,-,-,0,-,-,23.13,-,-,12,-,-,15,-,-,29.92,-,-
62,1990-3-4,63,60,84,37,39,15,49.17,50,-,0.00,0.14,-,37.5,-,-,42,-,-,33,-,-,37.5,-,-,12,-,-,20,-,-,29.92,-,-
63,1990-3-8,65,61,84,0,41,17,51.32,51,-,0.00,0.14,-,48.5,-,-,60,-,-,0,-,-,48.5,-,-,15,-,-,15,-,-,29.99,-,-
64,1990-3-6,67,61,82,51,40,18,58.42,50,-,0.00,0.15,-,47.21,-,-,52,-,-,42,-,-,47.21,-,-,9,-,-,15,-,-,29.94,-,-
65,1990-3-5,70,60,82,43,40,17,56.88,50,-,0.00,0.15,-,41.67,-,-,45,-,-,39,-,-,41.67,-,-,14,-,-,20,-,-,29.91,-,-
66,1990-3-7,59,61,85,0,40,14,48.04,51,-,0.00,0.15,-,45.96,-,-,56,-,-,0,-,-,45.96,-,-,14,-,-,5,-,-,30.03,-,-
67,1990-3-10,77,62,84,0,41,20,66.08,52,-,0.00,0.14,-,61.56,-,-,67,-,-,0,-,-,61.56,-,-,13,-,-,10,-,-,29.95,-,-
68,1990-3-11,77,62,87,61,42,19,70.08,52,-,0.00,0.15,-,61.25,-,-,64,-,-,59,-,-,61.25,-,-,14,-,-,10,-,-,29.84,-,-
69,1990-3-3,66,60,83,32,39,11,48.29,49,-,0.00,0.14,-,29.38,-,-,38,-,-,0,-,-,29.38,-,-,12,-,-,50,-,-,29.88,-,-
70,1990-3-19,55,65,87,0,44,14,43.04,54,-,0.00,0.14,-,25.96,-,-,40,-,-,0,-,-,25.96,-,-,15,-,-,20,-,-,30.21,-,-
71,1990-3-20,55,65,87,32,44,17,43.54,55,-,0.00,0.16,-,27.08,-,-,33,-,-,21,-,-,27.08,-,-,10,-,-,20,-,-,30.3,-,-
72,1990-3-17,69,64,84,44,43,24,57.08,54,-,0.00,0.15,-,28.38,-,-,38,-,-,0,-,-,28.38,-,-,14,-,-,20,-,-,29.83,-,-
73,1990-3-16,69,64,85,47,43,22,56.63,53,-,0.00,0.15,-,38.13,-,-,46,-,-,0,-,-,38.13,-,-,12,-,-,20,-,-,29.76,-,-
74,1990-3-21,71,66,86,36,44,22,52.58,55,-,0.00,0.15,-,31.63,-,-,42,-,-,0,-,-,31.63,-,-,15,-,-,10,-,-,30.09,-,-
75,1990-3-12,76,63,86,0,42,17,66.65,52,-,0.00,0.15,-,58.77,-,-,66,-,-,0,-,-,58.77,-,-,15,-,-,10,-,-,29.89,-,-
76,1990-3-14,74,63,86,0,42,20,66.28,53,-,0.00,0.15,-,57.36,-,-,67,-,-,0,-,-,57.36,-,-,15,-,-,10,-,-,29.59,-,-
77,1990-3-13,79,63,85,0,42,21,49.65,53,-,0.00,0.15,-,43.44,-,-,64,-,-,0,-,-,43.44,-,-,14,-,-,10,-,-,29.83,-,-
78,1990-3-15,66,64,88,52,43,23,56.79,53,-,0.00,0.15,-,45.71,-,-,53,-,-,40,-,-,45.71,-,-,14,-,-,20,-,-,29.7,-,-
79,1990-3-18,71,65,87,42,43,17,55.88,54,-,0.00,0.16,-,40.79,-,-,49,-,-,35,-,-,40.79,-,-,16,-,-,20,-,-,29.93,-,-
80,1990-3-24,47,67,90,0,45,26,38.2,56,-,0.00,0.15,-,25,-,-,37,-,-,0,-,-,25,-,-,12,-,-,7,-,-,30.19,-,-
81,1990-3-25,40,67,84,0,45,24,34.54,56,-,0.00,0.15,-,20.19,-,-,35,-,-,0,-,-,20.19,-,-,9,-,-,7,-,-,30.24,-,-
82,1990-3-28,53,68,86,0,46,26,39.27,57,-,0.00,0.16,-,37.37,-,-,52,-,-,0,-,-,37.37,-,-,9,-,-,10,-,-,29.95,-,-
83,1990-3-23,61,66,89,47,45,28,55.54,56,-,0.00,0.16,-,44,-,-,54,-,-,38,-,-,44,-,-,16,-,-,15,-,-,30.12,-,-
84,1990-3-22,76,66,86,52,44,24,62.83,55,-,0.00,0.16,-,48.17,-,-,54,-,-,38,-,-,48.17,-,-,17,-,-,7,-,-,29.93,-,-
85,1990-3-31,64,69,91,0,47,26,47.37,58,-,0.00,0.17,-,43.77,-,-,57,-,-,0,-,-,43.77,-,-,6,-,-,7,-,-,29.76,-,-
86,1990-3-26,47,67,88,0,45,19,38.12,56,-,0.00,0.16,-,30.85,-,-,37,-,-,0,-,-,30.85,-,-,8,-,-,15,-,-,30.26,-,-
87,1990-3-29,64,68,85,0,46,26,44.38,57,-,0.00,0.16,-,42.66,-,-,60,-,-,0,-,-,42.66,-,-,7,-,-,5,-,-,29.74,-,-
88,1990-3-27,57,68,87,0,46,21,39.75,57,-,0.00,0.15,-,28.68,-,-,36,-,-,0,-,-,28.68,-,-,16,-,-,10,-,-,30.17,-,-
89,1990-3-30,68,69,86,0,46,24,59.52,57,-,0.00,0.16,-,56.12,-,-,61,-,-,0,-,-,56.12,-,-,9,-,-,7,-,-,29.67,-,-
90,1990-4-2,70,69,89,53,47,30,61.04,58,-,0.00,0.16,-,32.63,-,-,60,-,-,16,-,-,32.63,-,-,16,-,-,20,-,-,29.88,-,-
91,1990-4-8,64,71,87,37,49,28,51,60,-,0.00,0.17,-,33.96,-,-,40,-,-,0,-,-,33.96,-,-,14,-,-,20,-,-,30.11,-,-
92,1990-4-10,70,72,90,0,49,34,53.82,61,-,0.00,0.17,-,46.5,-,-,62,-,-,0,-,-,46.5,-,-,21,-,-,20,-,-,29.97,-,-
93,1990-4-4,80,70,89,42,48,29,61.42,59,-,0.00,0.15,-,39.5,-,-,47,-,-,31,-,-,39.5,-,-,14,-,-,20,-,-,29.76,-,-
94,1990-4-1,79,69,90,0,47,28,59.6,58,-,0.00,0.16,-,51.4,-,-,61,-,-,0,-,-,51.4,-,-,7,-,-,10,-,-,29.76,-,-
95,1990-4-6,57,71,89,0,48,31,44.88,59,-,0.00,0.16,-,27.08,-,-,46,-,-,0,-,-,27.08,-,-,14,-,-,20,-,-,29.96,-,-
96,1990-4-5,67,70,94,0,48,28,50.04,59,-,0.00,0.15,-,38.04,-,-,53,-,-,0,-,-,38.04,-,-,12,-,-,10,-,-,29.68,-,-
97,1990-4-3,66,70,90,42,47,30,53.92,59,-,0.00,0.16,-,28.21,-,-,38,-,-,0,-,-,28.21,-,-,14,-,-,25,-,-,29.93,-,-
98,1990-4-7,59,71,89,36,48,28,48.08,60,-,0.00,0.16,-,25.5,-,-,33,-,-,0,-,-,25.5,-,-,12,-,-,20,-,-,30.11,-,-
99,1990-4-9,66,71,91,51,49,31,56.88,60,-,0.00,0.17,-,45.79,-,-,55,-,-,39,-,-,45.79,-,-,13,-,-,20,-,-,29.97,-,-
100,1990-4-11,63,72,86,42,50,29,52.25,61,-,0.00,0.17,-,34.21,-,-,40,-,-,0,-,-,34.21,-,-,15,-,-,15,-,-,30.08,-,-
101,1990-4-20,74,74,95,0,52,34,53.13,63,-,0.00,0.18,-,49.73,-,-,66,-,-,0,-,-,49.73,-,-,14,-,-,10,-,-,29.95,-,-
102,1990-4-14,75,73,88,0,50,35,53.21,62,-,0.00,0.16,-,41.54,-,-,56,-,-,0,-,-,41.54,-,-,14,-,-,20,-,-,29.85,-,-
103,1990-4-16,81,73,89,0,51,32,58.43,62,-,0.00,0.18,-,51.68,-,-,64,-,-,0,-,-,51.68,-,-,12,-,-,7,-,-,29.69,-,-
104,1990-4-13,67,73,89,45,50,31,55.25,61,-,0.00,0.17,-,41.67,-,-,48,-,-,38,-,-,41.67,-,-,18,-,-,15,-,-,30,-,-
105,1990-4-19,72,74,91,50,52,31,61.21,63,-,0.00,0.18,-,50.38,-,-,62,-,-,41,-,-,50.38,-,-,10,-,-,10,-,-,30.02,-,-
106,1990-4-15,77,73,90,46,51,33,60.25,62,-,0.00,0.17,-,52.04,-,-,60,-,-,45,-,-,52.04,-,-,12,-,-,20,-,-,29.82,-,-
107,1990-4-18,56,74,94,44,52,35,49.67,63,-,0.00,0.18,-,34.75,-,-,42,-,-,0,-,-,34.75,-,-,14,-,-,20,-,-,30.13,-,-
108,1990-4-17,68,74,92,0,51,34,43.16,63,-,0.00,0.17,-,37.61,-,-,63,-,-,0,-,-,37.61,-,-,14,-,-,10,-,-,30.05,-,-
109,1990-4-12,57,72,89,40,50,32,49.04,61,-,0.00,0.17,-,26.54,-,-,40,-,-,0,-,-,26.54,-,-,12,-,-,15,-,-,30.14,-,-
110,1990-4-24,83,75,89,0,54,36,69.56,65,-,0.00,0.18,-,61.6,-,-,67,-,-,0,-,-,61.6,-,-,12,-,-,10,-,-,29.73,-,-
111,1990-4-25,80,76,88,0,54,35,69.04,65,-,0.00,0.18,-,62.72,-,-,69,-,-,0,-,-,62.72,-,-,14,-,-,10,-,-,29.82,-,-
112,1990-4-21,79,75,89,0,53,39,58.14,64,-,0.00,0.18,-,53.68,-,-,66,-,-,0,-,-,53.68,-,-,12,-,-,15,-,-,29.95,-,-
113,1990-4-22,79,75,92,0,53,38,62.37,64,-,0.00,0.18,-,57.85,-,-,67,-,-,0,-,-,57.85,-,-,14,-,-,10,-,-,29.83,-,-
114,1990-4-29,90,77,90,0,55,38,63.74,66,-,0.00,0.17,-,54.7,-,-,69,-,-,0,-,-,54.7,-,-,14,-,-,20,-,-,29.49,-,-
115,1990-4-30,78,77,93,0,56,38,67.4,66,-,0.00,0.18,-,58.88,-,-,67,-,-,0,-,-,58.88,-,-,8,-,-,10,-,-,29.71,-,-
116,1990-4-23,84,75,90,0,53,40,51.36,64,-,0.00,0.19,-,47.7,-,-,69,-,-,0,-,-,47.7,-,-,10,-,-,10,-,-,29.76,-,-
117,1990-4-26,79,76,90,65,54,33,72.08,65,-,0.00,0.19,-,64.29,-,-,66,-,-,63,-,-,64.29,-,-,16,-,-,7,-,-,29.73,-,-
118,1990-4-27,70,76,93,0,55,40,55.31,65,-,0.00,0.18,-,52.97,-,-,66,-,-,0,-,-,52.97,-,-,9,-,-,10,-,-,29.57,-,-
119,1990-4-28,76,76,90,54,55,41,63.63,66,-,0.00,0.17,-,50,-,-,58,-,-,40,-,-,50,-,-,17,-,-,20,-,-,29.49,-,-
120,1990-5-10,72,79,90,48,59,45,61.13,69,-,0.00,0.16,-,44,-,-,49,-,-,42,-,-,44,-,-,18,-,-,20,-,-,29.82,-,-
121,1990-5-8,73,79,91,60,59,43,65.83,69,-,0.00,0.17,-,57.46,-,-,63,-,-,52,-,-,57.46,-,-,12,-,-,20,-,-,29.77,-,-
122,1990-5-7,80,79,93,55,58,43,67.96,69,-,0.00,0.17,-,53.79,-,-,56,-,-,52,-,-,53.79,-,-,12,-,-,20,-,-,29.83,-,-
123,1990-5-2,61,77,92,0,56,40,40.7,67,-,0.00,0.18,-,39.64,-,-,60,-,-,0,-,-,39.64,-,-,14,-,-,7,-,-,29.82,-,-
124,1990-5-6,78,78,93,53,58,44,64.5,68,-,0.00,0.18,-,52.5,-,-,56,-,-,50,-,-,52.5,-,-,8,-,-,20,-,-,29.81,-,-
125,1990-5-9,74,79,90,0,59,41,50.61,69,-,0.00,0.17,-,45.61,-,-,65,-,-,0,-,-,45.61,-,-,13,-,-,20,-,-,29.67,-,-
126,1990-5-3,74,78,92,62,57,38,68.88,67,-,0.00,0.19,-,65.67,-,-,70,-,-,61,-,-,65.67,-,-,14,-,-,7,-,-,29.76,-,-
127,1990-5-5,74,78,93,56,58,42,62.67,68,-,0.00,0.18,-,47.88,-,-,52,-,-,44,-,-,47.88,-,-,12,-,-,20,-,-,29.85,-,-
128,1990-5-1,66,77,91,0,56,39,45.57,67,-,0.00,0.18,-,41.6,-,-,60,-,-,0,-,-,41.6,-,-,9,-,-,10,-,-,29.87,-,-
129,1990-5-4,77,78,93,58,57,38,67.63,68,-,0.00,0.18,-,56.33,-,-,63,-,-,48,-,-,56.33,-,-,17,-,-,20,-,-,29.74,-,-
130,1990-5-14,87,81,93,0,61,43,66.35,71,-,0.00,0.17,-,59.92,-,-,73,-,-,0,-,-,59.92,-,-,12,-,-,10,-,-,29.78,-,-
131,1990-5-16,82,81,93,0,61,45,66.14,71,-,0.00,0.17,-,59.71,-,-,73,-,-,0,-,-,59.71,-,-,16,-,-,7,-,-,29.66,-,-
132,1990-5-15,87,81,94,0,61,41,72.5,71,-,0.00,0.16,-,65.19,-,-,73,-,-,0,-,-,65.19,-,-,16,-,-,10,-,-,29.68,-,-
133,1990-5-12,72,80,92,0,60,40,53.03,70,-,0.00,0.17,-,50,-,-,66,-,-,0,-,-,50,-,-,14,-,-,15,-,-,29.64,-,-
134,1990-5-18,78,82,93,55,62,46,66.92,72,-,0.00,0.15,-,54.58,-,-,59,-,-,49,-,-,54.58,-,-,13,-,-,25,-,-,29.91,-,-
135,1990-5-13,77,80,93,56,60,45,66.83,70,-,0.00,0.16,-,56.71,-,-,64,-,-,52,-,-,56.71,-,-,9,-,-,20,-,-,29.79,-,-
136,1990-5-17,82,81,96,58,62,46,69.63,71,-,0.00,0.14,-,50.71,-,-,65,-,-,42,-,-,50.71,-,-,13,-,-,25,-,-,29.91,-,-
137,1990-5-11,65,80,91,0,60,42,56.88,70,-,0.00,0.17,-,50.2,-,-,58,-,-,0,-,-,50.2,-,-,10,-,-,20,-,-,29.84,-,-
138,1990-5-19,78,82,95,0,62,45,51.3,72,-,0.00,0.14,-,47.3,-,-,72,-,-,0,-,-,47.3,-,-,12,-,-,15,-,-,29.71,-,-
139,1990-5-20,84,82,95,0,63,46,59.97,72,-,0.00,0.15,-,56.03,-,-,75,-,-,0,-,-,56.03,-,-,14,-,-,10,-,-,29.6,-,-
140,1990-5-24,80,83,95,55,64,48,68.5,74,-,0.00,0.14,-,59.58,-,-,62,-,-,55,-,-,59.58,-,-,10,-,-,7,-,-,29.72,-,-
141,1990-5-25,86,84,93,0,64,46,70.5,74,-,0.00,0.13,-,62.54,-,-,72,-,-,0,-,-,62.54,-,-,15,-,-,7,-,-,29.65,-,-
142,1990-5-30,79,85,97,0,65,47,64.76,75,-,0.00,0.13,-,58,-,-,67,-,-,0,-,-,58,-,-,14,-,-,7,-,-,29.69,-,-
143,1990-5-21,85,82,95,0,63,46,51.03,73,-,0.00,0.14,-,44.32,-,-,69,-,-,0,-,-,44.32,-,-,23,-,-,15,-,-,29.74,-,-
144,1990-5-23,77,83,93,0,63,42,53.07,73,-,0.00,0.15,-,44.86,-,-,58,-,-,0,-,-,44.86,-,-,9,-,-,10,-,-,29.81,-,-
145,1990-5-26,84,84,98,0,64,48,62.43,74,-,0.00,0.14,-,56.43,-,-,72,-,-,0,-,-,56.43,-,-,18,-,-,10,-,-,29.66,-,-
146,1990-5-27,78,84,96,0,65,44,59.21,74,-,0.00,0.13,-,55.61,-,-,67,-,-,0,-,-,55.61,-,-,14,-,-,15,-,-,29.58,-,-
147,1990-5-28,81,84,96,0,65,44,59.28,75,-,0.00,0.14,-,50.93,-,-,65,-,-,0,-,-,50.93,-,-,12,-,-,7,-,-,29.6,-,-
148,1990-5-22,68,83,94,0,63,44,57.58,73,-,0.00,0.15,-,49.62,-,-,60,-,-,0,-,-,49.62,-,-,12,-,-,15,-,-,29.89,-,-
149,1990-5-29,85,85,97,0,65,46,69.28,75,-,0.00,0.14,-,57.16,-,-,63,-,-,0,-,-,57.16,-,-,14,-,-,7,-,-,29.7,-,-
150,1990-6-9,94,88,100,0,68,56,78.8,78,-,0.00,0.12,-,69.36,-,-,75,-,-,0,-,-,69.36,-,-,12,-,-,10,-,-,29.82,-,-
151,1990-6-8,90,87,99,73,68,53,81.46,78,-,0.00,0.13,-,72.21,-,-,74,-,-,70,-,-,72.21,-,-,14,-,-,10,-,-,29.77,-,-
152,1990-6-5,87,87,99,58,67,52,72.75,77,-,0.00,0.14,-,61.54,-,-,68,-,-,56,-,-,61.54,-,-,12,-,-,20,-,-,29.75,-,-
