,date,high_temp_actual,high_temp_historical_avg,high_temp_record,low_temp_actual,low_temp_historical_avg,low_temp_record,avg_temp_actual,avg_temp_historical_avg,avg_temp_record,precipitation_actual,precipitation_historical_avg,precipitation_record,dew_point_actual,dew_point_historical_avg,dew_point_record,high_dew_point_actual,high_dew_point_historical_avg,high_dew_point_record,low_dew_point_actual,low_dew_point_historical_avg,low_dew_point_record,avg_dew_point_actual,avg_dew_point_historical_avg,avg_dew_point_record,max_wind_speed_actual,max_wind_speed_historical_avg,max_wind_speed_record,visibility_actual,visibility_historical_avg,visibility_record,sea_pressure_actual,sea_pressure_historical_avg,sea_pressure_record
10,2010-1-11,52,56,82,24,33,1,37.39,45,-,0.00,0.02,-,20.3,-,-,27,-,-,13,-,-,20.3,-,-,14,-,-,10,-,-,28.56,-,-
11,2010-1-13,61,57,78,36,33,8,49.59,45,-,0.00,0.03,-,39.82,-,-,46,-,-,0,-,-,39.82,-,-,23,-,-,10,-,-,28.41,-,-
12,2010-1-15,52,57,81,45,33,-5,48.77,45,-,0.00,0.04,-,47.16,-,-,49,-,-,44,-,-,47.16,-,-,12,-,-,10,-,-,28.33,-,-
13,2010-1-16,51,57,84,36,33,3,44.73,45,-,0.00,0.03,-,41.98,-,-,45,-,-,34,-,-,41.98,-,-,13,-,-,10,-,-,28.26,-,-
14,2010-1-12,56,56,82,26,33,-1,40.39,45,-,0.00,0.03,-,24.74,-,-,31,-,-,0,-,-,24.74,-,-,12,-,-,10,-,-,28.59,-,-
15,2010-1-19,68,57,87,47,33,2,56.78,45,-,0.00,0.03,-,43.87,-,-,49,-,-,34,-,-,43.87,-,-,16,-,-,10,-,-,27.98,-,-
16,2010-1-14,58,57,82,50,33,-2,53.55,45,-,0.00,0.02,-,46.76,-,-,49,-,-,44,-,-,46.76,-,-,21,-,-,10,-,-,28.2,-,-
17,2010-1-18,72,57,81,47,33,-2,56,45,-,0.00,0.03,-,35.96,-,-,44,-,-,24,-,-,35.96,-,-,16,-,-,10,-,-,28.06,-,-
18,2010-1-20,72,57,82,41,33,10,56.92,45,-,0.00,0.04,-,40.04,-,-,54,-,-,0,-,-,40.04,-,-,21,-,-,10,-,-,27.85,-,-
19,2010-1-17,65,57,80,36,33,-1,49.39,45,-,0.00,0.03,-,38.13,-,-,43,-,-,34,-,-,38.13,-,-,14,-,-,10,-,-,28.14,-,-
20,2010-1-23,59,57,89,48,33,8,53.04,45,-,0.00,0.04,-,39,-,-,46,-,-,26,-,-,39,-,-,26,-,-,10,-,-,27.76,-,-
21,2010-1-24,55,57,83,39,33,4,47,45,-,0.00,0.03,-,20.5,-,-,33,-,-,0,-,-,20.5,-,-,23,-,-,10,-,-,28.02,-,-
22,2010-1-25,54,58,84,29,33,8,41.83,46,-,0.00,0.04,-,26.91,-,-,30,-,-,21,-,-,26.91,-,-,10,-,-,10,-,-,28.21,-,-
23,2010-1-29,34,58,84,25,34,8,28.24,46,-,0.00,0.04,-,24.11,-,-,30,-,-,19,-,-,24.11,-,-,21,-,-,10,-,-,28.3,-,-
24,2010-1-22,85,57,85,49,33,6,64.04,45,-,0.00,0.04,-,35.3,-,-,42,-,-,0,-,-,35.3,-,-,22,-,-,10,-,-,27.85,-,-
25,2010-1-26,61,58,86,33,34,10,46.35,46,-,0.00,0.04,-,25.09,-,-,31,-,-,21,-,-,25.09,-,-,15,-,-,10,-,-,28.36,-,-
26,2010-1-27,63,58,84,48,34,5,56.76,46,-,0.00,0.04,-,47.55,-,-,52,-,-,33,-,-,47.55,-,-,17,-,-,10,-,-,28.21,-,-
27,2010-1-21,71,57,83,44,33,4,55.26,45,-,0.00,0.04,-,20.87,-,-,34,-,-,0,-,-,20.87,-,-,15,-,-,10,-,-,27.9,-,-
28,2010-1-30,41,58,82,23,34,5,30.07,46,-,0.00,0.04,-,22.93,-,-,28,-,-,19,-,-,22.93,-,-,22,-,-,10,-,-,28.38,-,-
29,2010-1-28,57,58,82,32,34,10,47.03,46,-,0.00,0.03,-,43.7,-,-,55,-,-,0,-,-,43.7,-,-,31,-,-,10,-,-,28.23,-,-
30,2010-2-9,40,59,87,24,35,9,32.08,47,-,0.00,0.05,-,18.58,-,-,30,-,-,13,-,-,18.58,-,-,18,-,-,10,-,-,28.49,-,-
31,2010-2-7,41,59,86,33,35,-2,38.62,47,-,0.00,0.05,-,35.07,-,-,41,-,-,0,-,-,35.07,-,-,16,-,-,6,-,-,28.19,-,-
32,2010-2-3,43,58,82,37,34,7,40.38,46,-,0.00,0.04,-,38.23,-,-,41,-,-,34,-,-,38.23,-,-,26,-,-,10,-,-,28.23,-,-
33,2010-2-4,44,59,85,39,35,6,41.49,47,-,0.00,0.04,-,39.49,-,-,41,-,-,38,-,-,39.49,-,-,9,-,-,10,-,-,28.06,-,-
34,2010-2-1,49,58,89,31,34,1,38.69,46,-,0.00,0.04,-,32.54,-,-,39,-,-,0,-,-,32.54,-,-,16,-,-,10,-,-,28.22,-,-
35,2010-2-8,43,59,84,35,35,-5,38.95,47,-,0.00,0.04,-,35.02,-,-,43,-,-,0,-,-,35.02,-,-,21,-,-,10,-,-,28.28,-,-
36,2010-1-31,37,58,90,25,34,8,28.98,46,-,0.00,0.04,-,25,-,-,31,-,-,0,-,-,25,-,-,17,-,-,10,-,-,28.36,-,-
37,2010-2-5,56,59,83,41,35,9,44.89,47,-,0.00,0.04,-,39.4,-,-,43,-,-,35,-,-,39.4,-,-,14,-,-,10,-,-,28.13,-,-
38,2010-2-2,45,58,82,36,34,-7,40,46,-,0.00,0.05,-,37.57,-,-,40,-,-,35,-,-,37.57,-,-,10,-,-,10,-,-,28.33,-,-
39,2010-2-6,52,59,84,32,35,9,41.08,47,-,0.00,0.04,-,30.84,-,-,35,-,-,0,-,-,30.84,-,-,12,-,-,10,-,-,28.28,-,-
40,2010-2-10,37,59,87,30,36,11,32.96,48,-,0.00,0.05,-,22.22,-,-,25,-,-,20,-,-,22.22,-,-,14,-,-,10,-,-,28.39,-,-
41,2010-2-13,65,60,84,34,36,3,47.43,48,-,0.00,0.05,-,32.57,-,-,41,-,-,0,-,-,32.57,-,-,17,-,-,10,-,-,28.17,-,-
42,2010-2-16,49,61,86,27,37,-4,36.96,49,-,0.00,0.05,-,16.91,-,-,22,-,-,12,-,-,16.91,-,-,15,-,-,10,-,-,28.47,-,-
43,2010-2-12,50,60,87,30,36,-6,36.23,48,-,0.00,0.05,-,28.61,-,-,35,-,-,0,-,-,28.61,-,-,12,-,-,10,-,-,28.29,-,-
44,2010-2-19,67,61,88,45,38,19,54.33,49,-,0.00,0.05,-,40.04,-,-,46,-,-,29,-,-,40.04,-,-,20,-,-,10,-,-,28.12,-,-
45,2010-2-15,49,60,89,25,37,--,35.35,49,-,0.00,0.05,-,15.43,-,-,21,-,-,10,-,-,15.43,-,-,18,-,-,10,-,-,28.49,-,-
46,2010-2-17,57,61,84,24,37,11,41.04,49,-,0.00,0.05,-,20,-,-,26,-,-,16,-,-,20,-,-,14,-,-,10,-,-,28.42,-,-
47,2010-2-18,63,61,85,40,37,10,50.57,49,-,0.00,0.05,-,26.26,-,-,29,-,-,24,-,-,26.26,-,-,23,-,-,10,-,-,28.25,-,-
48,2010-2-11,34,60,91,31,36,1,32.65,48,-,0.00,0.06,-,29.58,-,-,31,-,-,27,-,-,29.58,-,-,16,-,-,10,-,-,28.19,-,-
49,2010-2-14,44,60,88,30,36,5,38.1,48,-,0.00,0.05,-,25.52,-,-,37,-,-,0,-,-,25.52,-,-,24,-,-,10,-,-,28.44,-,-
50,2010-2-21,60,62,92,38,38,15,50.54,50,-,0.00,0.05,-,37.71,-,-,52,-,-,0,-,-,37.71,-,-,24,-,-,10,-,-,28.08,-,-
51,2010-2-25,60,63,94,37,39,9,48.48,51,-,0.00,0.06,-,27.04,-,-,36,-,-,0,-,-,27.04,-,-,25,-,-,10,-,-,28.13,-,-
52,2010-2-26,50,63,93,34,39,16,40.97,51,-,0.00,0.05,-,22.28,-,-,34,-,-,0,-,-,22.28,-,-,23,-,-,10,-,-,28.32,-,-
53,2010-2-22,37,62,93,30,38,16,32.88,50,-,0.00,0.05,-,27.03,-,-,30,-,-,25,-,-,27.03,-,-,14,-,-,10,-,-,28.17,-,-
54,2010-2-23,35,62,90,27,39,13,28.87,50,-,0.00,0.05,-,24.97,-,-,29,-,-,21,-,-,24.97,-,-,18,-,-,10,-,-,28.33,-,-
55,2010-3-1,47,64,95,33,40,10,40.43,52,-,0.00,0.05,-,37.55,-,-,45,-,-,0,-,-,37.55,-,-,25,-,-,10,-,-,28.35,-,-
56,2010-2-27,62,63,89,29,40,16,45.87,52,-,0.00,0.06,-,25.09,-,-,31,-,-,0,-,-,25.09,-,-,10,-,-,10,-,-,28.31,-,-
57,2010-2-20,68,62,86,54,38,16,59.44,50,-,0.00,0.05,-,46.89,-,-,48,-,-,46,-,-,46.89,-,-,24,-,-,10,-,-,28.1,-,-
58,2010-2-28,60,64,88,41,40,10,50.48,52,-,0.00,0.05,-,25.52,-,-,41,-,-,0,-,-,25.52,-,-,31,-,-,10,-,-,28.11,-,-
59,2010-2-24,50,63,91,22,39,14,35.65,51,-,0.00,0.04,-,20.13,-,-,33,-,-,0,-,-,20.13,-,-,15,-,-,10,-,-,28.43,-,-
60,2010-3-8,72,66,93,55,42,17,60.49,54,-,0.00,0.06,-,47.34,-,-,58,-,-,0,-,-,47.34,-,-,32,-,-,10,-,-,28.06,-,-
61,2010-3-3,66,65,90,34,41,11,50,53,-,0.00,0.05,-,27.78,-,-,40,-,-,0,-,-,27.78,-,-,15,-,-,10,-,-,28.21,-,-
62,2010-3-6,63,65,90,51,42,16,56.81,54,-,0.00,0.06,-,48.97,-,-,50,-,-,47,-,-,48.97,-,-,17,-,-,10,-,-,28.3,-,-
63,2010-3-11,58,67,92,35,43,9,46.91,55,-,0.00,0.05,-,26.17,-,-,39,-,-,0,-,-,26.17,-,-,23,-,-,10,-,-,28.02,-,-
64,2010-3-10,66,67,94,48,43,12,57.48,55,-,0.00,0.05,-,22.96,-,-,37,-,-,0,-,-,22.96,-,-,37,-,-,10,-,-,27.77,-,-
65,2010-3-9,74,66,94,52,42,19,61.04,54,-,0.00,0.06,-,23.48,-,-,34,-,-,0,-,-,23.48,-,-,24,-,-,10,-,-,27.85,-,-
66,2010-3-5,58,65,93,49,41,16,53.16,53,-,0.00,0.06,-,45.28,-,-,48,-,-,40,-,-,45.28,-,-,23,-,-,10,-,-,28.18,-,-
67,2010-3-7,57,66,88,53,42,17,55.06,54,-,0.00,0.06,-,51.31,-,-,54,-,-,48,-,-,51.31,-,-,20,-,-,10,-,-,28.23,-,-
68,2010-3-2,55,64,93,29,41,10,41.26,52,-,0.00,0.06,-,30.61,-,-,37,-,-,0,-,-,30.61,-,-,12,-,-,10,-,-,28.36,-,-
69,2010-3-4,71,65,89,44,41,16,56.83,53,-,0.00,0.06,-,37.48,-,-,39,-,-,34,-,-,37.48,-,-,22,-,-,10,-,-,28.18,-,-
70,2010-3-16,55,69,91,45,44,20,48.4,56,-,0.00,0.06,-,44.09,-,-,45,-,-,41,-,-,44.09,-,-,14,-,-,10,-,-,28.46,-,-
71,2010-3-13,70,68,95,36,43,20,53.04,56,-,0.00,0.06,-,24.74,-,-,33,-,-,0,-,-,24.74,-,-,10,-,-,10,-,-,28.08,-,-
72,2010-3-15,50,68,88,46,44,22,47.06,56,-,0.00,0.06,-,42,-,-,45,-,-,40,-,-,42,-,-,16,-,-,10,-,-,28.42,-,-
73,2010-3-12,67,67,93,34,43,12,51.39,55,-,0.00,0.06,-,24.17,-,-,33,-,-,0,-,-,24.17,-,-,21,-,-,10,-,-,28.1,-,-
74,2010-3-21,56,70,98,29,45,25,41.61,58,-,0.00,0.05,-,22.39,-,-,27,-,-,18,-,-,22.39,-,-,28,-,-,10,-,-,28.35,-,-
75,2010-3-18,66,69,95,34,45,18,49.56,57,-,0.00,0.06,-,31.6,-,-,40,-,-,0,-,-,31.6,-,-,15,-,-,10,-,-,28.31,-,-
76,2010-3-14,76,68,91,42,44,18,59.78,56,-,0.00,0.05,-,35.39,-,-,41,-,-,30,-,-,35.39,-,-,18,-,-,10,-,-,28.08,-,-
77,2010-3-20,45,70,94,31,45,15,34.62,58,-,0.00,0.06,-,24.82,-,-,39,-,-,0,-,-,24.82,-,-,32,-,-,10,-,-,28.37,-,-
78,2010-3-19,69,70,93,45,45,14,55.97,57,-,0.00,0.05,-,44.1,-,-,49,-,-,38,-,-,44.1,-,-,25,-,-,10,-,-,28.05,-,-
79,2010-3-17,73,69,95,38,44,18,53.3,57,-,0.00,0.05,-,39.65,-,-,43,-,-,36,-,-,39.65,-,-,15,-,-,10,-,-,28.37,-,-
80,2010-3-22,71,71,92,31,46,23,50.57,58,-,0.00,0.06,-,25.96,-,-,31,-,-,21,-,-,25.96,-,-,16,-,-,10,-,-,28.24,-,-
81,2010-3-26,76,72,91,43,47,19,59,59,-,0.00,0.05,-,32.48,-,-,42,-,-,0,-,-,32.48,-,-,29,-,-,10,-,-,28.17,-,-
82,2010-3-24,72,71,93,48,46,26,60.96,59,-,0.00,0.06,-,46.5,-,-,54,-,-,0,-,-,46.5,-,-,26,-,-,10,-,-,28.1,-,-
83,2010-3-27,67,72,92,53,47,19,60.57,59,-,0.00,0.05,-,25.65,-,-,43,-,-,0,-,-,25.65,-,-,25,-,-,10,-,-,28.18,-,-
84,2010-3-28,68,72,96,42,47,23,55.48,60,-,0.00,0.06,-,19.35,-,-,34,-,-,0,-,-,19.35,-,-,23,-,-,10,-,-,28.33,-,-
85,2010-3-23,81,71,87,50,46,23,64.35,58,-,0.00,0.06,-,31.35,-,-,45,-,-,0,-,-,31.35,-,-,23,-,-,10,-,-,27.98,-,-
86,2010-3-30,85,73,93,56,47,22,69.88,60,-,0.00,0.06,-,29.29,-,-,36,-,-,25,-,-,29.29,-,-,24,-,-,10,-,-,27.98,-,-
87,2010-3-25,64,71,93,43,46,22,51.32,59,-,0.00,0.06,-,28.84,-,-,36,-,-,0,-,-,28.84,-,-,30,-,-,10,-,-,28.24,-,-
88,2010-3-31,90,73,97,60,48,27,73.61,61,-,0.00,0.05,-,42.17,-,-,49,-,-,33,-,-,42.17,-,-,25,-,-,10,-,-,27.93,-,-
89,2010-3-29,78,73,96,41,47,24,59.26,60,-,0.00,0.05,-,28.52,-,-,31,-,-,25,-,-,28.52,-,-,17,-,-,10,-,-,28.23,-,-
90,2010-4-2,75,74,93,52,48,28,65.41,61,-,0.00,0.04,-,36.33,-,-,61,-,-,0,-,-,36.33,-,-,26,-,-,10,-,-,28.03,-,-
91,2010-4-1,83,74,98,60,48,27,71.09,61,-,0.00,0.05,-,55.3,-,-,58,-,-,52,-,-,55.3,-,-,28,-,-,10,-,-,27.88,-,-
92,2010-4-6,84,75,96,64,49,29,73.17,62,-,0.00,0.05,-,57.48,-,-,62,-,-,52,-,-,57.48,-,-,26,-,-,10,-,-,27.88,-,-
93,2010-4-8,67,75,98,34,50,27,51.42,63,-,0.00,0.04,-,24.25,-,-,29,-,-,19,-,-,24.25,-,-,8,-,-,10,-,-,28.33,-,-
94,2010-4-3,79,74,97,42,48,29,61.35,61,-,0.00,0.04,-,24.43,-,-,36,-,-,0,-,-,24.43,-,-,22,-,-,10,-,-,28.11,-,-
95,2010-4-10,82,76,99,53,50,26,66.58,63,-,0.00,0.05,-,48.38,-,-,56,-,-,29,-,-,48.38,-,-,24,-,-,10,-,-,28.16,-,-
96,2010-4-4,83,74,94,63,49,26,72.87,62,-,0.00,0.04,-,56.91,-,-,60,-,-,47,-,-,56.91,-,-,25,-,-,10,-,-,28.01,-,-
97,2010-4-9,75,76,99,46,50,25,62,63,-,0.00,0.05,-,28.52,-,-,31,-,-,25,-,-,28.52,-,-,24,-,-,10,-,-,28.2,-,-
98,2010-4-5,85,75,97,66,49,25,73.22,62,-,0.00,0.04,-,61.7,-,-,65,-,-,57,-,-,61.7,-,-,25,-,-,10,-,-,28.06,-,-
99,2010-4-7,71,75,97,47,49,28,60.75,62,-,0.00,0.05,-,26,-,-,57,-,-,17,-,-,26,-,-,26,-,-,10,-,-,28.22,-,-
100,2010-4-11,74,76,94,62,51,32,67.9,63,-,0.00,0.05,-,58.1,-,-,61,-,-,56,-,-,58.1,-,-,20,-,-,10,-,-,28.27,-,-
101,2010-4-20,71,79,96,50,53,38,57.04,66,-,0.00,0.06,-,49.41,-,-,55,-,-,46,-,-,49.41,-,-,10,-,-,10,-,-,28.22,-,-
102,2010-4-12,78,77,98,60,51,28,66.48,64,-,0.00,0.05,-,54.24,-,-,59,-,-,42,-,-,54.24,-,-,20,-,-,10,-,-,28.27,-,-
103,2010-4-19,55,78,98,50,53,34,52.41,66,-,0.00,0.06,-,46.9,-,-,49,-,-,45,-,-,46.9,-,-,9,-,-,10,-,-,28.26,-,-
104,2010-4-14,75,77,96,60,51,32,66.22,64,-,0.00,0.05,-,54.63,-,-,58,-,-,53,-,-,54.63,-,-,21,-,-,10,-,-,28.32,-,-
105,2010-4-13,74,77,98,0,51,27,61.78,64,-,0.00,0.05,-,48.52,-,-,55,-,-,0,-,-,48.52,-,-,25,-,-,10,-,-,28.19,-,-
106,2010-4-18,57,78,102,52,53,35,53.56,65,-,0.00,0.05,-,50.67,-,-,52,-,-,48,-,-,50.67,-,-,21,-,-,10,-,-,28.22,-,-
107,2010-4-16,67,78,97,63,52,34,63.79,65,-,0.00,0.05,-,57.26,-,-,63,-,-,0,-,-,57.26,-,-,23,-,-,10,-,-,28.25,-,-
108,2010-4-17,64,78,98,53,52,30,58.24,65,-,0.00,0.05,-,55.74,-,-,61,-,-,51,-,-,55.74,-,-,21,-,-,10,-,-,28.13,-,-
109,2010-4-15,70,77,97,62,52,28,64.52,64,-,0.00,0.05,-,58.52,-,-,63,-,-,55,-,-,58.52,-,-,22,-,-,10,-,-,28.29,-,-
110,2010-4-27,71,80,96,43,55,36,57.83,68,-,0.00,0.07,-,37.96,-,-,42,-,-,33,-,-,37.96,-,-,12,-,-,10,-,-,28.24,-,-
111,2010-4-24,76,80,96,56,54,33,66.04,67,-,0.00,0.07,-,38.09,-,-,42,-,-,34,-,-,38.09,-,-,25,-,-,10,-,-,27.91,-,-
112,2010-4-30,79,81,99,62,56,34,71.34,69,-,0.00,0.08,-,47.78,-,-,63,-,-,34,-,-,47.78,-,-,24,-,-,10,-,-,27.76,-,-
113,2010-4-23,74,79,95,57,54,37,65.37,67,-,0.00,0.06,-,47.85,-,-,61,-,-,35,-,-,47.85,-,-,30,-,-,10,-,-,27.83,-,-
114,2010-4-22,76,79,97,63,54,33,68.16,66,-,0.00,0.06,-,60.38,-,-,63,-,-,57,-,-,60.38,-,-,31,-,-,10,-,-,27.82,-,-
115,2010-4-26,73,80,96,52,55,37,61.52,68,-,0.00,0.07,-,43.13,-,-,48,-,-,40,-,-,43.13,-,-,24,-,-,10,-,-,28.12,-,-
116,2010-4-29,89,81,99,62,56,37,74.7,68,-,0.00,0.07,-,54.91,-,-,61,-,-,50,-,-,54.91,-,-,26,-,-,10,-,-,27.79,-,-
117,2010-4-28,82,80,99,50,56,37,67.3,68,-,0.00,0.07,-,45.43,-,-,53,-,-,38,-,-,45.43,-,-,28,-,-,10,-,-,28.1,-,-
118,2010-4-21,78,79,98,57,53,35,67.96,66,-,0.00,0.06,-,56.09,-,-,59,-,-,52,-,-,56.09,-,-,21,-,-,10,-,-,27.99,-,-
119,2010-4-25,78,80,104,52,55,38,64.43,67,-,0.00,0.06,-,41.09,-,-,43,-,-,38,-,-,41.09,-,-,18,-,-,10,-,-,28.03,-,-
120,2010-5-2,79,81,100,54,57,37,66.22,69,-,0.00,0.09,-,29.39,-,-,44,-,-,0,-,-,29.39,-,-,21,-,-,10,-,-,27.9,-,-
121,2010-5-5,85,82,104,66,58,41,74.7,70,-,0.00,0.09,-,43.78,-,-,55,-,-,35,-,-,43.78,-,-,17,-,-,10,-,-,28.02,-,-
122,2010-5-3,70,82,100,50,57,33,58.74,70,-,0.00,0.09,-,38.13,-,-,48,-,-,0,-,-,38.13,-,-,13,-,-,10,-,-,28.17,-,-
123,2010-5-9,73,83,101,60,59,43,66.18,71,-,0.00,0.08,-,53.15,-,-,61,-,-,38,-,-,53.15,-,-,24,-,-,10,-,-,28.28,-,-
124,2010-5-8,70,83,102,53,59,39,61.57,71,-,0.00,0.09,-,25.96,-,-,35,-,-,0,-,-,25.96,-,-,21,-,-,10,-,-,28.41,-,-
125,2010-5-6,91,82,106,60,58,41,75.43,70,-,0.00,0.09,-,54.19,-,-,59,-,-,50,-,-,54.19,-,-,22,-,-,10,-,-,27.96,-,-
126,2010-5-4,90,82,100,48,58,33,70.43,70,-,0.00,0.08,-,34.39,-,-,42,-,-,0,-,-,34.39,-,-,23,-,-,10,-,-,28.17,-,-
127,2010-5-10,95,83,107,64,60,44,78.42,72,-,0.00,0.09,-,62.17,-,-,67,-,-,57,-,-,62.17,-,-,29,-,-,10,-,-,28.05,-,-
128,2010-5-1,70,81,100,54,57,36,62.17,69,-,0.00,0.08,-,41.04,-,-,48,-,-,35,-,-,41.04,-,-,14,-,-,10,-,-,27.82,-,-
129,2010-5-7,77,83,106,61,59,37,71.33,71,-,0.00,0.08,-,51.92,-,-,63,-,-,41,-,-,51.92,-,-,25,-,-,10,-,-,28.25,-,-
130,2010-5-16,83,85,106,57,62,43,68,73,-,0.00,0.10,-,60.7,-,-,65,-,-,55,-,-,60.7,-,-,6,-,-,10,-,-,28.21,-,-
131,2010-5-18,82,85,99,60,62,47,69.87,74,-,0.00,0.10,-,59.87,-,-,63,-,-,56,-,-,59.87,-,-,17,-,-,10,-,-,28.11,-,-
132,2010-5-15,67,84,104,59,61,42,62.5,73,-,0.00,0.10,-,57.98,-,-,61,-,-,57,-,-,57.98,-,-,16,-,-,10,-,-,28.24,-,-
133,2010-5-19,89,85,108,68,62,47,75.84,74,-,0.00,0.10,-,60.52,-,-,65,-,-,47,-,-,60.52,-,-,24,-,-,10,-,-,27.92,-,-
134,2010-5-12,82,84,105,73,60,36,77.46,72,-,0.00,0.09,-,65.25,-,-,67,-,-,63,-,-,65.25,-,-,24,-,-,10,-,-,27.9,-,-
135,2010-5-14,67,84,105,57,61,41,61.65,73,-,0.00,0.09,-,58.39,-,-,63,-,-,55,-,-,58.39,-,-,30,-,-,10,-,-,28.27,-,-
136,2010-5-13,76,84,99,53,61,37,63.85,72,-,0.00,0.10,-,57.58,-,-,68,-,-,50,-,-,57.58,-,-,22,-,-,10,-,-,28.19,-,-
137,2010-5-17,82,85,104,62,62,45,68.18,73,-,0.00,0.10,-,60.36,-,-,66,-,-,57,-,-,60.36,-,-,48,-,-,10,-,-,28.29,-,-
138,2010-5-11,86,84,102,71,60,41,77.15,72,-,0.00,0.08,-,66.48,-,-,68,-,-,64,-,-,66.48,-,-,24,-,-,10,-,-,27.99,-,-
139,2010-5-20,85,86,103,64,63,47,74.83,74,-,0.00,0.11,-,57.35,-,-,64,-,-,52,-,-,57.35,-,-,18,-,-,10,-,-,27.97,-,-
140,2010-5-24,85,86,109,72,64,48,77,75,-,0.00,0.12,-,65.89,-,-,68,-,-,65,-,-,65.89,-,-,28,-,-,10,-,-,28.05,-,-
141,2010-5-27,88,87,107,63,65,47,75.7,76,-,0.00,0.12,-,59.26,-,-,63,-,-,54,-,-,59.26,-,-,8,-,-,10,-,-,28.16,-,-
142,2010-5-23,87,86,106,71,64,45,78.29,75,-,0.00,0.12,-,63.57,-,-,67,-,-,61,-,-,63.57,-,-,28,-,-,10,-,-,28.05,-,-
143,2010-5-28,91,87,109,66,65,49,78.61,76,-,0.00,0.13,-,59.17,-,-,63,-,-,56,-,-,59.17,-,-,12,-,-,10,-,-,28.1,-,-
144,2010-5-26,87,87,102,66,64,48,74.04,76,-,0.00,0.13,-,61.72,-,-,65,-,-,57,-,-,61.72,-,-,20,-,-,10,-,-,28.14,-,-
145,2010-5-21,90,86,101,66,63,47,78.26,74,-,0.00,0.11,-,65.07,-,-,68,-,-,58,-,-,65.07,-,-,18,-,-,10,-,-,28.08,-,-
146,2010-5-29,92,87,103,67,65,44,80.22,76,-,0.00,0.12,-,59.43,-,-,62,-,-,52,-,-,59.43,-,-,9,-,-,10,-,-,27.97,-,-
147,2010-5-30,93,88,105,69,65,47,81.09,77,-,0.00,0.13,-,58.61,-,-,61,-,-,51,-,-,58.61,-,-,13,-,-,10,-,-,27.96,-,-
148,2010-5-22,85,86,104,73,63,43,77.23,75,-,0.00,0.12,-,66.13,-,-,67,-,-,65,-,-,66.13,-,-,24,-,-,10,-,-,28.02,-,-
149,2010-5-25,82,87,102,68,64,46,74.25,75,-,0.00,0.12,-,64.36,-,-,67,-,-,62,-,-,64.36,-,-,23,-,-,10,-,-,28.1,-,-
150,2010-6-5,97,89,106,74,67,51,85.17,78,-,0.00,0.14,-,64.17,-,-,66,-,-,61,-,-,64.17,-,-,18,-,-,10,-,-,27.89,-,-
151,2010-6-8,92,89,105,73,67,53,82.35,78,-,0.00,0.14,-,65.3,-,-,69,-,-,60,-,-,65.3,-,-,18,-,-,10,-,-,28.01,-,-
152,2010-6-2,90,88,105,68,66,48,74.29,77,-,0.00,0.14,-,63.14,-,-,69,-,-,57,-,-,63.14,-,-,36,-,-,10,-,-,27.95,-,-
